Year	Period	TRADETYPE	FLOW	PARTENAIRE	HS2012	POIDNET	QUANTITE	VALEURINSAE	
2009	05	CG	I	ZZ_Monde	1006	34761174.000	0.000	2726589560.000	
2002	04	CG	I	ZZ_Monde	2710	34716226.000	0.000	7466153519.000	
2010	06	CG	I	ZZ_Monde	2710	34622882.000	22403845.000	12999300539.000	
2010	01	CG	I	ZZ_Monde	2710	34586383.000	34742361.000	10455929088.000	
2003	08	CG	I	ZZ_Monde	1006	34549630.000	0.000	3405358868.000	
2001	03	CG	I	ZZ_Monde	2710	34528327.000	0.000	6509484387.000	
2000	10	CG	I	ZZ_Monde	2523	34522990.000	0.000	970842342.000	
2006	02	CG	I	ZZ_Monde	1006	34434170.000	682547.000	5022515083.000	
2003	11	CG	I	ZZ_Monde	2710	34327763.000	0.000	5545548176.000	
2010	07	CG	I	ZZ_Monde	1511	34223561.000		10284539700.112	
2003	03	CG	I	ZZ_Monde	2523	34201802.000	0.000	892226648.000	
2007	07	CG	I	ZZ_Monde	2710	34166245.000	0.000	8339342508.000	
2000	09	CG	I	ZZ_Monde	2523	34155200.000	0.000	907271968.000	
2000	08	CG	I	ZZ_Monde	2710	34124598.000	0.000	8822941454.000	
2000	03	CG	I	ZZ_Monde	2523	34040000.000	0.000	813259235.000	
2006	06	CG	I	ZZ_Monde	1006	34030762.000	656519.000	4739875909.000	
2014	04	CG	ET	ZZ_Monde	2523	33919000.000		2351808500.000	
2003	12	CG	I	ZZ_Monde	2710	33879969.000	0.000	7053682464.000	
2015	06	CG	I	ZZ_Monde	2523	33876264.940		1185939973.000	
2006	11	CG	I	ZZ_Monde	2523	33797496.000	0.000	1324135136.000	
2010	06	CG	I	ZZ_Monde	1511	33755091.000		10169487429.680	
2011	09	CG	I	ZZ_Monde	2523	33637160.000		1568711415.000	
2009	12	CG	I	ZZ_Monde	2710	33630618.000	0.000	10215372895.000	
2003	04	CG	I	ZZ_Monde	2523	33618536.000	0.000	871918206.000	
2007	06	CG	I	ZZ_Monde	2710	33574778.000	0.000	9362875859.000	
2007	03	CG	ET	ZZ_Monde	2710	33465275.000	0.000	9553387955.000	
2012	05	CG	I	ZZ_Monde	1006	33366024.000	11073.000	9468434173.937	
2015	03	CG	I	ZZ_Monde	1006	33344627.000		10513928290.013	
2009	07	CG	ET	ZZ_Monde	1006	33080833.000	0.000	9055086000.000	
2010	09	CG	I	ZZ_Monde	2710	33008160.000	33356148.000	11338470320.000	
2005	10	CG	I	ZZ_Monde	2523	32882594.000	0.000	1243028239.000	
2015	11	CG	I	ZZ_Monde	2710	32855119.000	26290538.000	9469417701.375	
2010	02	CG	ET	ZZ_Monde	1006	32718300.000	658964.000	3400390700.000	
2008	09	CG	I	ZZ_Monde	1006	32693698.000	0.000	4631850519.000	
2006	10	CG	ET	ZZ_Monde	2710	32667672.000	0.000	9492975033.000	
2009	02	CG	ET	ZZ_Monde	2710	32454182.000	0.000	7648774050.000	
2010	06	CG	ET	ZZ_Monde	1006	32416025.000	726928.000	3881717500.000	
2014	07	CG	I	ZZ_Monde	2710	32343917.000	31582440.000	11104065515.000	
2003	10	CG	I	ZZ_Monde	2523	32250064.000	0.000	867872014.000	
2003	02	CG	I	ZZ_Monde	2523	32248000.000	0.000	854608607.000	
2007	02	CG	ET	ZZ_Monde	2710	31983105.000	0.000	9332464138.000	
2004	08	CG	I	ZZ_Monde	2710	31891644.000	0.000	6823938432.000	
2009	01	CG	ET	ZZ_Monde	2710	31609315.000	0.000	7365342735.000	
2006	04	CG	I	ZZ_Monde	2523	31561875.000	0.000	1174894124.000	
2004	11	CG	I	ZZ_Monde	2710	31445312.000	0.000	7327328561.000	
2008	02	CG	I	ZZ_Monde	7213	31444635.000	0.000	10021662155.000	
2008	02	CG	I	ZZ_Monde	2710	31402149.000	0.000	10289193690.000	
2004	05	CG	I	ZZ_Monde	2523	31359100.000	0.000	1137515671.000	
2003	09	CG	I	ZZ_Monde	2710	31065849.000	0.000	5114076704.000	
2014	05	CG	ET	ZZ_Monde	2523	30973000.000		2088372208.000	
2013	12	CG	I	ZZ_Monde	2710	30901612.000	31041860.000	12024859302.000	
2015	05	CG	I	ZZ_Monde	2710	30789965.040	30872759.000	9851518523.000	
2004	04	CG	I	ZZ_Monde	2523	30669000.000	0.000	873091050.000	
2006	01	CG	I	ZZ_Monde	2710	30622320.000	0.000	9136168032.000	
1999	11	CG	I	ZZ_Monde	2523	30400000.000	0.000	779108256.000	
2009	08	CG	I	ZZ_Monde	2710	30373044.000	0.000	8741717670.000	
2014	08	CG	I	ZZ_Monde	2523	30293339.000		1065505703.000	
2013	03	CG	I	ZZ_Monde	2523	30277204.000		1488243777.000	
2001	02	CG	I	ZZ_Monde	2523	30112530.000	0.000	908232135.000	
2009	06	CG	I	ZZ_Monde	2523	30056020.000	0.000	903264713.000	
2011	12	CG	I	ZZ_Monde	2710	30040517.000	24170988.000	10205346725.000	
2015	05	CG	ET	ZZ_Monde	0801	29999774.000		9759984395.000	
2009	03	CG	I	ZZ_Monde	1006	29934290.000	0.000	1865685420.000	
2009	04	CG	ET	ZZ_Monde	2710	29924894.000	0.000	7068574346.000	
2012	03	CG	ET	ZZ_Monde	5201	29819585.000		24026409231.000	
2002	08	CG	I	ZZ_Monde	2710	29672464.000	0.000	5095145575.000	
2003	02	CG	I	ZZ_Monde	2710	29651587.000	0.000	5448382992.000	
2001	05	CG	I	ZZ_Monde	2710	29537224.000	0.000	5037059997.000	
2015	08	CG	I	ZZ_Monde	2710	29455844.190	31941644.000	11031068061.000	
2006	05	CG	ET	ZZ_Monde	2710	29446460.000	0.000	10292519861.000	
2008	11	CG	I	ZZ_Monde	1006	29375444.000	0.000	4842872530.000	
2004	06	CG	ET	ZZ_Monde	2710	29310022.000	0.000	5391008173.000	
2013	09	CG	I	ZZ_Monde	2710	29248829.000	27431825.000	11047728942.000	
2015	05	CG	I	ZZ_Monde	1006	29219558.000		6306317795.052	
2015	08	CG	I	ZZ_Monde	2523	29033259.010		1024760935.000	
2003	07	CG	ET	ZZ_Monde	2710	29020836.000	0.000	4355947332.000	
2016	02	CG	I	ZZ_Monde	2710	28973726.000	29428404.000	6726173317.000	
2009	10	CG	I	ZZ_Monde	2710	28797953.000	0.000	7637805883.000	
2010	10	CG	ET	ZZ_Monde	1006	28609850.000	579197.000	4561800158.000	
2010	09	CG	ET	ZZ_Monde	1006	28500850.000	586191.000	3794964454.000	
2003	08	CG	I	ZZ_Monde	2710	28457762.000	0.000	5139940819.000	
2004	06	CG	I	ZZ_Monde	2710	28377456.000	0.000	5511333877.000	
2014	03	CG	ET	ZZ_Monde	5201	28335582.000		29650597104.000	
2003	10	CG	I	ZZ_Monde	2710	28285137.000	0.000	5073958688.000	
2004	01	CG	I	ZZ_Monde	2710	28271540.000	0.000	4859559231.000	
2004	10	CG	I	ZZ_Monde	2710	28229646.000	0.000	6788798034.000	
2004	03	CG	I	ZZ_Monde	2710	28219000.000	0.000	5192340862.000	
2014	08	CG	I	ZZ_Monde	2710	28204336.000	30805670.000	10538583559.000	
2004	03	CG	ET	ZZ_Monde	5201	28198859.000	0.000	27205471128.000	
2014	05	CG	ET	ZZ_Monde	0801	28196937.000		7407853056.000	
2015	07	CG	ET	ZZ_Monde	5201	28186690.500		20103109390.000	
2011	03	CG	ET	ZZ_Monde	5201	28035673.000		20326690760.000	
2012	06	CG	I	ZZ_Monde	2710	27863145.000	13426970.000	11128787191.000	
2008	12	CG	ET	ZZ_Monde	2710	27844945.000	0.000	7759020382.000	
2012	09	CG	I	ZZ_Monde	1006	27787650.000	5001.000	8001268412.701	
2014	04	CG	ET	ZZ_Monde	5201	27687132.000		21334676616.000	
2015	03	CG	ET	ZZ_Monde	5201	27643762.000		18862570944.000	
2015	12	CG	ET	ZZ_Monde	2523	27440000.000		1601082280.000	
2015	06	CG	ET	ZZ_Monde	2523	27430450.000		1510577203.000	
2007	11	CG	I	ZZ_Monde	2710	27405402.000	0.000	7944788337.000	
2010	05	CG	I	ZZ_Monde	2710	27247105.000	20601843.000	9062390194.000	
2015	12	CG	I	ZZ_Monde	2710	26995117.000	24425317.000	7588646769.000	
2011	01	CG	I	ZZ_Monde	1006	26956754.000	557585.000	7033583872.136	
2013	11	CG	ET	ZZ_Monde	1006	26753450.000	48077.000	1230172500.000	
2006	05	CG	I	ZZ_Monde	1006	26681850.000	591863.000	3835016519.000	
2005	05	CG	I	ZZ_Monde	2523	26620608.000	0.000	941948278.000	
2004	09	CG	ET	ZZ_Monde	2710	26523550.000	0.000	5237896349.000	
2013	03	CG	I	ZZ_Monde	2710	26494203.000	23918205.000	8852328053.000	
2013	10	CG	I	ZZ_Monde	2710	26419117.000	25825365.000	10308497639.000	
2007	05	CG	I	ZZ_Monde	2710	26399031.000	0.000	6709936008.000	
2016	02	CG	ET	ZZ_Monde	5201	26361195.000		22543056027.000	
2015	08	CG	I	ZZ_Monde	1511	26329836.000		8185323225.223	
2008	10	CG	I	ZZ_Monde	2523	26298917.000	0.000	116889770.000	
2015	02	CG	ET	ZZ_Monde	5201	26279648.000		16140922425.000	
2008	04	CG	ET	ZZ_Monde	0801	26275386.000	0.000	6164869709.000	
2006	09	CG	I	ZZ_Monde	2710	26250599.000	0.000	5589581732.000	
1999	05	CG	I	ZZ_Monde	3105	26218150.000	0.000	3616580100.000	
2015	04	CG	I	ZZ_Monde	2523	26147703.410		928334777.000	
2007	12	CG	ET	ZZ_Monde	2710	26141574.000	0.000	9756448193.000	
2008	01	CG	I	ZZ_Monde	2710	26082010.000	0.000	2716210360.000	
2001	02	CG	I	ZZ_Monde	2710	25975824.000	0.000	5332083341.000	
2005	02	CG	I	ZZ_Monde	2523	25907810.000	0.000	834514543.000	
2003	04	CG	ET	ZZ_Monde	2710	25870823.000	0.000	4719194817.000	
2014	05	CG	I	ZZ_Monde	2523	25785350.000		924553786.000	
2004	05	CG	I	ZZ_Monde	2710	25730525.000	0.000	4675582664.000	
2008	05	CG	I	ZZ_Monde	2710	25668568.000	0.000	2154006725.000	
2012	04	CG	ET	ZZ_Monde	0801	25638786.440		7079417457.000	
2006	11	CG	I	ZZ_Monde	2710	25460624.000	0.000	7217116743.000	
2011	05	CG	I	ZZ_Monde	2710	25446748.500	22725551.000	6565719745.000	
2006	08	CG	I	ZZ_Monde	1006	25428225.000	477989.000	3653947646.000	
2010	07	CG	I	ZZ_Monde	2710	25381828.000	24434942.000	9470296325.000	
2001	04	CG	I	ZZ_Monde	2523	25374000.000	0.000	682998959.000	
2015	03	CG	ET	ZZ_Monde	2523	25300000.000		1511950536.000	
2011	04	CG	I	ZZ_Monde	2710	25255087.000	29389640.000	5204638319.000	
1998	03	CG	ET	ZZ_Monde	5201	25231211.000	0.000	15159014965.000	
2014	10	CG	I	ZZ_Monde	2523	25212975.000		905378573.000	
2009	04	CG	ET	ZZ_Monde	0801	25140046.000	0.000	5171177280.000	
2004	07	CG	I	ZZ_Monde	2523	25113859.000	0.000	707347031.000	
2004	08	CG	I	ZZ_Monde	2523	25083000.000	0.000	713136864.000	
2004	02	CG	I	ZZ_Monde	2523	25080000.000	0.000	577347131.000	
2009	01	CG	I	ZZ_Monde	1511	24946508.000	0.000	4989164039.000	
2016	03	CG	I	ZZ_Monde	2710	24941274.000	27847753.000	6636073211.000	
2007	09	CG	I	ZZ_Monde	2710	24917841.000	0.000	6327040629.000	
2002	11	CG	ET	ZZ_Monde	2710	24914752.000	0.000	4030446653.000	
2011	08	CG	I	ZZ_Monde	2710	24857439.770	26045256.000	6311629766.000	
2011	11	CG	I	ZZ_Monde	1006	24778426.000	708570.000	6943696211.566	
2014	07	CG	ET	ZZ_Monde	5201	24772912.000		20356995739.000	
2001	10	CG	I	ZZ_Monde	2710	24742328.000	0.000	5076477507.000	
2006	03	CG	I	ZZ_Monde	2710	24731222.000	0.000	8755573197.000	
2004	11	CG	I	ZZ_Monde	1006	24709049.000	512285.000	3606230289.000	
2004	12	CG	ET	ZZ_Monde	2710	24600250.000	0.000	5506475628.000	
2009	09	CG	I	ZZ_Monde	7213	24596213.000	0.000	6080884028.000	
2005	06	CG	ET	ZZ_Monde	2523	24560000.000	0.000	1156577500.000	
1999	07	CG	I	ZZ_Monde	2523	24524500.000	0.000	598913261.000	
2015	05	CG	ET	ZZ_Monde	5201	24505567.000		17568889842.000	
2015	06	CG	I	ZZ_Monde	1006	24458519.000		3679958059.000	
2004	08	CG	ET	ZZ_Monde	2710	24301612.000	0.000	4808079155.000	
2007	12	CG	I	ZZ_Monde	1511	24218300.000	0.000	4860175746.000	
2005	07	CG	I	ZZ_Monde	1006	23993740.000	485552.000	3341862004.000	
2003	07	CG	I	ZZ_Monde	1006	23926582.000	0.000	2256290951.000	
2013	05	CG	ET	ZZ_Monde	0801	23888141.000		6072113399.000	
2013	05	CG	I	ZZ_Monde	2710	23773519.000	23096370.000	8913338101.000	
2009	11	CG	ET	ZZ_Monde	1006	23737500.000	0.000	1247825000.000	
2015	11	CG	ET	ZZ_Monde	2523	23711000.000		1352801420.000	
2007	10	CG	I	ZZ_Monde	2710	23682723.000	0.000	7296231497.000	
2007	04	CG	I	ZZ_Monde	1006	23670565.000	0.000	3434118699.000	
2002	10	CG	I	ZZ_Monde	2710	23667926.000	0.000	4147905652.000	
2004	11	CG	ET	ZZ_Monde	2710	23540032.000	0.000	5447056237.000	
2007	04	CG	I	ZZ_Monde	2710	23461245.000	0.000	6601114713.000	
2000	05	CG	I	ZZ_Monde	2710	23456408.000	0.000	558407751.000	
2009	09	CG	I	ZZ_Monde	2710	23423597.000	0.000	6488777383.000	
2010	03	CG	ET	ZZ_Monde	0801	23370894.000		2693842377.000	
2009	11	CG	I	ZZ_Monde	2710	23362196.000	0.000	7091844280.000	
2013	03	CG	ET	ZZ_Monde	5201	23283600.000		17738230085.000	
2006	04	CG	I	ZZ_Monde	2710	23257162.000	0.000	7722570492.000	
2011	05	CG	I	ZZ_Monde	7213	23199632.000		8719151278.000	
2011	06	CG	I	ZZ_Monde	1006	23087178.000	447050.000	6072161343.308	
2004	02	CG	I	ZZ_Monde	2710	23087052.000	0.000	4028972384.000	
2014	05	CG	ET	ZZ_Monde	5201	22988880.000		18159392840.000	
2011	10	CG	I	ZZ_Monde	1006	22935646.000		6533912508.749	
2002	01	CG	I	ZZ_Monde	2710	22906093.000	0.000	4218388783.000	
2003	12	CG	I	ZZ_Monde	1006	22860323.000	0.000	2937669271.000	
2010	10	CG	I	ZZ_Monde	2710	22766669.000	16137575.000	7716278525.000	
2012	05	CG	ET	ZZ_Monde	0801	22693564.000		6507747578.000	
2001	11	CG	I	ZZ_Monde	2710	22670146.000	0.000	4018634340.000	
2013	07	CG	I	ZZ_Monde	2710	22619195.000	19048804.000	8910974879.000	
2002	07	CG	ET	ZZ_Monde	2710	22472669.000	0.000	3569842351.000	
2011	07	CG	I	ZZ_Monde	2710	22393989.680	18717017.000	7318929891.000	
2010	01	CG	I	ZZ_Monde	2523	22369000.000		785540000.000	
2015	02	CG	ET	ZZ_Monde	2523	22337000.000		1371916640.000	
2006	12	CG	I	ZZ_Monde	2710	22333461.000	0.000	8072921062.000	
2002	09	CG	I	ZZ_Monde	2710	22228495.000	0.000	3953329008.000	
2004	09	CG	I	ZZ_Monde	2710	22224148.000	0.000	4795992103.000	
2007	08	CG	I	ZZ_Monde	2710	22080726.000	0.000	6051875205.000	
2005	06	CG	ET	ZZ_Monde	5201	22013006.000	0.000	12493309996.000	
2010	12	CG	I	ZZ_Monde	1511	22003703.000		7560501656.679	
2014	06	CG	ET	ZZ_Monde	5201	21925287.000		18409478491.000	
2014	12	CG	I	ZZ_Monde	0207	21893099.000		12496688036.000	
2013	02	CG	ET	ZZ_Monde	5201	21885623.000		16717770987.000	
2008	12	CG	I	ZZ_Monde	1511	21798215.000	0.000	4430794703.000	
2004	04	CG	I	ZZ_Monde	2710	21772445.000	0.000	3843666651.000	
2014	03	CG	ET	ZZ_Monde	7204	21753000.000		1090650000.000	
2009	06	CG	ET	ZZ_Monde	2710	21727439.000	0.000	5925910656.000	
2016	03	CG	ET	ZZ_Monde	5201	21724599.000		18000865176.000	
2015	10	CG	I	ZZ_Monde	3401	21574302.000		62506168.000	
2015	07	CG	ET	ZZ_Monde	2523	21542000.000		1362500100.000	
2008	06	CG	I	ZZ_Monde	2710	21541116.000	0.000	1062593580.000	
2002	11	CG	I	ZZ_Monde	1006	21506022.000	0.000	3040048376.000	
2002	06	CG	I	ZZ_Monde	2710	21477274.000	0.000	4051000851.000	
2000	12	CG	I	ZZ_Monde	2710	21476568.000	0.000	5519526100.000	
2004	07	CG	I	ZZ_Monde	2710	21450506.000	0.000	4503475148.000	
2014	10	CG	I	ZZ_Monde	0207	21335472.000		13190352937.000	
2012	02	CG	ET	ZZ_Monde	5201	21317593.000		16195168069.000	
2013	07	CG	ET	ZZ_Monde	5201	21219080.000		16015867570.000	
2004	05	CG	ET	ZZ_Monde	2710	21211072.000	0.000	3820940025.000	
2002	12	CG	I	ZZ_Monde	2710	21172383.000	0.000	3650829470.000	
2006	06	CG	I	ZZ_Monde	2710	21135825.000	0.000	6911576753.000	
2011	11	CG	I	ZZ_Monde	2710	21054394.000	18184203.000	6211940213.000	
2011	09	CG	I	ZZ_Monde	1006	21038860.000	491630.000	6041227871.255	
2015	03	CG	ET	ZZ_Monde	0801	20963083.000		6376083143.000	
2005	02	CG	I	ZZ_Monde	1006	20951108.000	441609.000	2782921332.000	
2013	04	CG	I	ZZ_Monde	2710	20917833.000	16100205.000	7247497417.000	
2014	06	CG	I	ZZ_Monde	3105	20833000.000		6952657659.000	
2000	04	CG	ET	ZZ_Monde	5201	20699206.000	0.000	13633177223.000	
2003	06	CG	ET	ZZ_Monde	5201	20643439.000	0.000	13819890848.000	
2016	01	CG	ET	ZZ_Monde	5201	20514085.000		17637548525.000	
2004	07	CG	ET	ZZ_Monde	2710	20508792.000	0.000	4064481889.000	
2015	05	CG	I	ZZ_Monde	0207	20479361.960		15609438810.000	
2002	02	CG	I	ZZ_Monde	2710	20478908.000	0.000	3737366474.000	
2012	11	CG	I	ZZ_Monde	0207	20463190.000		12651682218.000	
2011	09	CG	I	ZZ_Monde	2710	20381471.000	18801224.000	7102455663.000	
2000	05	CG	ET	ZZ_Monde	5201	20372090.000	0.000	13419571355.000	
2010	02	CG	I	ZZ_Monde	2710	20351768.000	19325686.000	6397164770.000	
2011	11	CG	ET	ZZ_Monde	3917	20349471.410		292388220.000	
2001	08	CG	I	ZZ_Monde	2710	20344770.000	0.000	3931580502.000	
2000	08	CG	ET	ZZ_Monde	2710	20329377.000	0.000	3639836830.000	
2014	02	CG	ET	ZZ_Monde	7204	20318000.000		1015900000.000	
2009	05	CG	ET	ZZ_Monde	2710	20313652.000	0.000	3805802743.000	
2003	04	CG	I	ZZ_Monde	2710	20312092.000	0.000	3979941451.000	
2002	03	CG	ET	ZZ_Monde	2710	20298427.000	0.000	2692242732.000	
2008	07	CG	I	ZZ_Monde	2523	20277567.000	0.000	95318019.000	
2007	03	CG	ET	ZZ_Monde	5201	20270108.000	0.000	12344939630.000	
2006	04	CG	I	ZZ_Monde	1006	20250600.000	392419.000	2972813415.000	
2005	08	CG	ET	ZZ_Monde	2710	20157197.000	0.000	5324234189.000	
2011	04	CG	ET	ZZ_Monde	0801	20130878.000		6051573311.000	
2006	07	CG	I	ZZ_Monde	2710	20125407.000	0.000	7313265569.000	
2016	03	CG	I	ZZ_Monde	2523	20111046.320		710356623.200	
2014	04	CG	ET	ZZ_Monde	7204	20110000.000		1006000000.000	
1999	02	CG	I	ZZ_Monde	2523	20078000.000	0.000	560574054.000	
1998	12	CG	I	ZZ_Monde	2523	20051576.000	0.000	559127400.000	
2008	04	CG	ET	ZZ_Monde	5201	20028134.000	0.000	13015251031.000	
1999	09	CG	I	ZZ_Monde	2523	20015500.000	0.000	721587900.000	
2011	09	CG	I	ZZ_Monde	3105	20000000.000		7700000000.000	
2015	03	CG	I	ZZ_Monde	0207	19970584.000		15867606491.000	
2005	04	CG	I	ZZ_Monde	2710	19889724.000	0.000	4877907653.000	
2001	04	CG	I	ZZ_Monde	2710	19778582.000	0.000	3929324543.000	
2003	05	CG	ET	ZZ_Monde	5201	19739812.000	0.000	13056028827.000	
2013	01	CG	I	ZZ_Monde	0207	19711249.000		12216101112.000	
2001	07	CG	ET	ZZ_Monde	2710	19707166.000	0.000	3610013334.000	
2014	11	CG	I	ZZ_Monde	0207	19649693.000		12173051257.000	
2010	09	CG	I	ZZ_Monde	1511	19635031.500		6175588714.184	
2013	04	CG	ET	ZZ_Monde	5201	19617239.000		14526852158.000	
2004	08	CG	ET	ZZ_Monde	2523	19550000.000	0.000	894100000.000	
2014	01	CG	ET	ZZ_Monde	7204	19539000.000		978850000.000	
2008	02	CG	ET	ZZ_Monde	5201	19490904.000	0.000	12577811683.000	
2010	04	CG	ET	ZZ_Monde	0801	19462516.000		5077039851.000	
2005	09	CG	ET	ZZ_Monde	2710	19455774.000	0.000	6335478594.000	
2003	11	CG	ET	ZZ_Monde	2710	19432286.000	0.000	3048381680.000	
2005	05	CG	ET	ZZ_Monde	5201	19428261.000	0.000	10562573201.000	
2010	08	CG	I	ZZ_Monde	1511	19402916.000		6073157035.098	
2001	03	CG	ET	ZZ_Monde	5201	19373593.000	0.000	16232835630.000	
2014	08	CG	I	ZZ_Monde	3105	19361669.000		4050676473.000	
2008	11	CG	ET	ZZ_Monde	2710	19342759.000	0.000	6899021005.000	
2002	04	CG	ET	ZZ_Monde	0801	19332971.000	0.000	5526217567.000	
1999	09	CG	ET	ZZ_Monde	5201	19330743.000	0.000	11742368340.000	
2010	05	CG	ET	ZZ_Monde	5201	19329365.000		13442862097.000	
2015	06	CG	I	ZZ_Monde	0207	19256000.050		14415901830.000	
2013	05	CG	ET	ZZ_Monde	1006	19222500.000	44550.000	961125000.000	
2006	02	CG	ET	ZZ_Monde	2710	19153679.000	0.000	5433270074.000	
2013	06	CG	ET	ZZ_Monde	5201	19143320.000		14016365525.000	
2001	04	CG	ET	ZZ_Monde	5201	19113302.000	0.000	15576768133.000	
2004	12	CG	I	ZZ_Monde	2710	19096081.000	0.000	4253176343.000	
2003	12	CG	ET	ZZ_Monde	2710	19057851.000	0.000	3024204364.000	
2003	06	CG	ET	ZZ_Monde	2710	19053213.000	0.000	2940288188.000	
2004	12	CG	I	ZZ_Monde	1006	19006350.000	18.000	2520170619.000	
2014	07	CG	I	ZZ_Monde	0207	18978650.000		11728368857.000	
2005	01	CG	I	ZZ_Monde	2710	18922035.000	0.000	4948633594.000	
2005	07	CG	ET	ZZ_Monde	5201	18898153.000	0.000	10406348261.000	
2001	09	CG	I	ZZ_Monde	2710	18802632.000	0.000	3570598264.000	
2015	04	CG	ET	ZZ_Monde	2523	18780000.000		1213910600.000	
2014	10	CG	I	ZZ_Monde	3105	18751713.000		4399588882.000	
2003	04	CG	ET	ZZ_Monde	5201	18691105.000	0.000	12291453349.000	
2012	02	CG	I	ZZ_Monde	1006	18683143.000		5278674179.301	
2004	03	CG	I	ZZ_Monde	1006	18668719.000	26.000	2932529454.000	
2005	08	CG	ET	ZZ_Monde	2523	18660000.000	0.000	895417500.000	
2003	07	CG	ET	ZZ_Monde	5201	18623893.000	0.000	11997638990.000	
2005	03	CG	I	ZZ_Monde	2710	18563224.000	0.000	4416482080.000	
2004	03	CG	ET	ZZ_Monde	2710	18525919.000	0.000	3060055780.000	
2004	03	CG	ET	ZZ_Monde	2523	18525000.000	0.000	839487500.000	
2011	02	CG	ET	ZZ_Monde	5201	18472550.000		13174407240.000	
2008	05	CG	ET	ZZ_Monde	2710	18423997.000	0.000	7529629741.000	
2005	04	CG	I	ZZ_Monde	1006	18380258.000	617090.000	2542665303.000	
2005	03	CG	ET	ZZ_Monde	2710	18369234.000	0.000	3964369077.000	
2004	10	CG	ET	ZZ_Monde	2710	18295135.000	0.000	4089298833.000	
2000	06	CG	ET	ZZ_Monde	5201	18245152.000	0.000	12495028744.000	
2010	10	CG	I	ZZ_Monde	1511	18199781.000		5767934156.321	
2010	04	CG	ET	ZZ_Monde	5201	18150901.000		12425230884.000	
2002	09	CG	I	ZZ_Monde	2523	18141250.000	0.000	472371382.000	
2004	12	CG	ET	ZZ_Monde	2523	18130000.000	0.000	825464500.000	
2000	03	CG	ET	ZZ_Monde	5201	18085477.000	0.000	11681257823.000	
1999	06	CG	I	ZZ_Monde	2523	18074600.000	0.000	441758280.000	
2001	12	CG	I	ZZ_Monde	2710	18054149.000	0.000	3162728431.000	
2011	01	CG	I	ZZ_Monde	1511	18051932.000		6513942773.236	
2015	07	CG	I	ZZ_Monde	0207	18045678.000		12909951374.000	
2010	11	CG	ET	ZZ_Monde	1006	18014000.000	368281.000	958870000.000	
1999	06	CG	I	ZZ_Monde	2710	17995970.000	0.000	1826453451.000	
2003	02	CG	ET	ZZ_Monde	2710	17990346.000	0.000	3203945078.000	
2005	09	CG	I	ZZ_Monde	2710	17985861.000	0.000	5814997348.000	
2010	01	CG	ET	ZZ_Monde	1006	17979500.000	359860.000	1019850000.000	
2005	11	CG	ET	ZZ_Monde	5201	17973654.000	0.000	9677801432.000	
2007	01	CG	ET	ZZ_Monde	2710	17969583.000	0.000	5446987266.000	
2005	03	CG	I	ZZ_Monde	1006	17933840.000	352711.000	2419627679.000	
2011	02	CG	I	ZZ_Monde	1511	17921863.000		6666176309.853	
2014	12	CG	I	ZZ_Monde	0302	17913251.000	2500.000	7165300400.000	
2003	01	CG	I	ZZ_Monde	2710	17883939.000	0.000	3153736020.000	
2016	03	CG	I	ZZ_Monde	3923	17844507.200		448610885.000	
2005	12	CG	I	ZZ_Monde	2710	17822310.000	0.000	5315315084.000	
2014	03	CG	I	ZZ_Monde	0207	17822043.000		11064377283.000	
2011	07	CG	I	ZZ_Monde	0207	17749008.000		10415859419.000	
2002	09	CG	ET	ZZ_Monde	5201	17734543.000	0.000	10347080706.000	
2004	04	CG	ET	ZZ_Monde	5201	17696030.000	0.000	14027383803.000	
2015	06	CG	I	ZZ_Monde	0303	17692103.000		6622825036.000	
2002	04	CG	I	ZZ_Monde	3105	17638125.000	0.000	2524102518.000	
2015	06	CG	ET	ZZ_Monde	0801	17615516.000		6137702546.000	
2012	03	CG	I	ZZ_Monde	0207	17567570.000		10927624118.000	
2016	01	CG	ET	ZZ_Monde	2523	17555000.000		1058796200.000	
2000	09	CG	I	ZZ_Monde	2710	17542401.000	0.000	3972353631.000	
2008	10	CG	I	ZZ_Monde	1511	17530997.000	0.000	3579499506.000	
2006	03	CG	ET	ZZ_Monde	2710	17527583.000	0.000	5578597766.000	
2015	04	CG	I	ZZ_Monde	1006	17511174.000		3697033938.000	
2013	10	CG	I	ZZ_Monde	0207	17502719.000		10834721528.000	
2012	06	CG	I	ZZ_Monde	0207	17487462.000		10859327222.000	
2004	06	CG	ET	ZZ_Monde	5201	17477751.000	0.000	13965110574.000	
2007	11	CG	ET	ZZ_Monde	2710	17474133.000	0.000	6282505910.000	
2000	09	CG	I	ZZ_Monde	1006	17432675.000	0.000	3162401221.000	
2008	07	CG	ET	ZZ_Monde	2710	17432177.000	0.000	6028438675.000	
1998	02	CG	ET	ZZ_Monde	5201	17423559.000	0.000	15292411003.000	
2015	08	CG	ET	ZZ_Monde	5201	17393772.000		12158054618.000	
2005	05	CG	I	ZZ_Monde	1006	17372984.000	387438.000	2322876041.000	
2012	10	CG	I	ZZ_Monde	0207	17351417.000		10733193318.000	
2013	11	CG	I	ZZ_Monde	0207	17306359.000		10704999012.000	
2011	02	CG	I	ZZ_Monde	2710	17268967.000	14839027.000	6058115080.000	
2008	04	CG	ET	ZZ_Monde	2710	17264955.000	0.000	6006663202.000	
